fire_id,observation_year,summer_temp_c,summer_precip_mm,summer_vpd_kpa,temp_anomaly_c,precip_anomaly_mm,vpd_anomaly_kpa
1986 7115,2008,15.315518997089125,5330.040332704038,0.4180238972957986,-0.155999174738197,1361.8192523398563,-0.1553886801070037
1988 7169,2008,15.56951015828697,5450.320184414699,0.4197605141929115,-0.24127333928230912,1372.7607678567135,-0.16830495861203912
1992 7079,2008,15.605468813745844,4198.9634266466355,0.4323510159791412,-0.2557334554926582,657.7275421882761,-0.16187943482336895
19951080515,2008,15.44000259896984,5898.430058295641,0.4204055145611373,-0.21251344588645082,1853.5573093200214,-0.16487137163729093
19951080996,2008,15.755696094313395,5076.418048392674,0.4360695593472864,-0.329885590403914,1281.5780459417795,-0.1720224069391145
1986 7115,2009,15.054280740880486,3604.5849854759817,0.5248121055168505,-0.4172374309468341,-363.6360948881992,-0.04860047188595174
1988 7169,2009,15.25933395238317,3944.8025860678918,0.5193037088615716,-0.5514495451861117,-132.75683049009305,-0.068761763943379
1992 7079,2009,15.304713671470246,3404.471766136484,0.5119496972959866,-0.5564885977682542,-136.76411832187566,-0.08228075350652352
19951080515,2009,15.17122277522435,3786.6853537410598,0.5245227863910074,-0.48129326963194075,-258.18739523456,-0.06075409980742086
19951080996,2009,15.320924544223109,4288.486649764214,0.5259278896570184,-0.7646571404942006,493.6466473133213,-0.08216407662938234
1986 7115,2010,15.916584208346242,3300.21786262051,0.6120348597090208,0.4450660365189228,-668.0032177436714,0.03862228230621834
1988 7169,2010,16.28868046451885,3746.222021441574,0.6377502504301189,0.4778969669495725,-331.3373951164109,0.049684777625168305
1992 7079,2010,16.455119462279235,2551.583373709842,0.6377397153111403,0.5939171930407352,-989.6525107485177,0.04350926450863015
19951080515,2010,16.10965580041858,3432.659292356089,0.6307936010106057,0.45713975556228803,-612.2134566195309,0.04551671481217745
19951080996,2010,16.69513830862062,3193.1797696342883,0.6811140359495123,0.6095566239033101,-601.6602328166048,0.07302206966311142
